SKU,MatchCount,MatchIndex,ProductTitle,Price,CompareAtPrice,InStock,StockQuantity,LowStockWarning,ProductURL,Source,Unverified,Status,Error
BHU2666A,1,1,"Bhunes Brass Abhishek Patra Plate, Somasutra Ritual Shower Peetam, Handcrafted Brass Mandir Chowki for Pooja, Gold, 12 Inch, 1 Piece",9069,10799,true,,,https://bhunes.com/products/brass-abhishek-patra-plate-somasutra-ritual-shower-peetam,html,,FOUND,
BHU2667A,1,1,"Brass Temple Pooja Mandir, Religious Home Decor for Living Room, Mandap for Puja Decoration, Gold, 15 Inch, 1 Piece",,,false,,,https://bhunes.com/products/brass-temple-pooja-mandir-religious-home-decor,html,YES,FOUND,
BHU2668A,1,1,"Brass Pooja Chowki – Handcrafted Peetha Singhasan for Deity | Traditional Peetal Bajot for Home Temple, Mandir, Kalash Stand, Pital Aasan Decor, Gold, 2 Inch, 1 Piece",1849,2199,true,,,https://bhunes.com/products/brass-pooja-chowki-handcrafted-peetha-singhasan-for-deity,html,,FOUND,
BHU2669AB,1,1,"Bhunes Brass Prabhavali Arch Frame Wall Hanging – Traditional Prabhawali | Prabhaval for Temple, Deity Backdrop & Home Decor | Handmade, Gold, 6.5 Inch, 1 Piece",,,false,,,https://bhunes.com/products/brass-prabhavali-arch-frame-wall-hanging-traditional-prabhawali,html,,FOUND,
BHU2800A,1,1,"Handcrafted Bronze Prabhavali | Panchaloha Arch Frame for God Idol | Traditional Temple Backdrop for Pooja, Mandir & Wall Decor, Gold, 9 Inch, 1 Piece",7309,8699,true,1,YES,https://bhunes.com/products/handcrafted-bronze-prabhavali-panchaloha-arch-frame-for-god-idol,html,,FOUND,
BHU2860A,1,1,"Brass Snake Shaped Pooja Chowki with Nandi Handcrafted Shiva Linga Stand, Shaligram Singhasan, Peetha for Mandir, Bajot for Puja Room, Gold, 5 Inch, 1 Piece",2939,3499,true,,,https://bhunes.com/products/brass-snake-shaped-pooja-chowki-with-nandi,html,,FOUND,
BHU2871A,1,1,"Handcrafted Brass Temple Mandir for Home Pooja, Peetal Devalayam Puja Ghar Kovil Aalayam Devghar Singhasan Chowki,Gold, 21 Inch, 1 Piece",36119,42999,true,1,YES,https://bhunes.com/products/brass-temple-pooja-mandir-home-bajot-pooja-decoration-religious-home-decor-puja-mandir-mandap,html,YES,FOUND,
BHU2872A,1,1,"Brass Solid Heavy Kettle, Ketalee, Kettledrum, Jar, Pot, Surai, With Strainer, Surahi, Jug, Pitcher, Brass Decoratives, Gift, Home Decor,Gold, 8 Inch, 1 Piece",11259,13399,true,1,YES,https://bhunes.com/products/brass-solid-heavy-kettle-ketalee-kettledrum-jar-pot-surai-with-strainer-surahi-jug-pitcher-brass-decoratives-gift-home-decor,html,,FOUND,
BHU2906A,0,,,,,,,,https://bhunes.com/search?options%5Bprefix%5D=last&q=BHU2906A,html,,NOT FOUND,
BHU2919A,1,1,"Brass Yali Candle Holder Stand, Handcrafted Lion (Sher) Pooja Deepam Stand for Temple, Diya, and Home Decor, Brown, 13 Inch, 1 Piece",9659,11499,true,4,YES,https://bhunes.com/products/brass-yali-candle-holder-stand,html,YES,FOUND,
BHU299A,1,1,"Brass Nandi Idol | Peetal Vrishabha Statue | Basava Bull Showpiece | Shiva Vahana Decorative Idol for Home Temple & Pooja,Gold, 4 Inch, 1 Piece",2519,2999,true,4,YES,https://bhunes.com/products/brass-nandi-idol-peetal-vrishabha-statue-basava-bull-showpiece,html,,FOUND,
BHU3015A,1,1,"Brass Pooja Chowki Bajot, Handmade Temple Peetha, Poja Aasan Stand for Idols, Kalash, Deity Singhasan, Mandir Platform, Gold, 3 Inch, 1 Piece",4369,5199,true,,,https://bhunes.com/products/brass-pooja-chowki-bajot-handmade-temple-peetha,html,YES,FOUND,
BHU3021A,1,1,"Brass Chowki with Prabhavali, Deity Singhasan Peetha Bajot for Mandir Pooja, Idol Aasan with Arch, Gold, 14.5 Inch, 1 Piece",8149,9699,true,,,https://bhunes.com/products/brass-chowki-with-prabhavali-deity-singhasan-peetha-bajot-for-mandir-pooja,html,,FOUND,
BHU3022A,1,1,"Bhunes Traditional Brass Prabhavali for Home Temple & Wall Decor – Decorative Arch Backdrop for God Idols | Handcrafted Deity Aura Frame, Gold, 13 Inch, 1 Piece",4369,5199,true,,,https://bhunes.com/products/traditional-brass-prabhavali-for-home-temple-wall-decor,html,,FOUND,
BHU3025A,0,,,,,,,,https://bhunes.com/search?options%5Bprefix%5D=last&q=BHU3025A,html,,NOT FOUND,
BHU3062C,1,1,"Brass Abhishek Patra for Shiva Lingam, Pital Somasutra Peetam Abhishekam Plate for Puja, Temple, Moorti & Vigraha Rituals,Gold, 6 Inch, 1 Piece",,,false,,,https://bhunes.com/products/brass-abhishek-patra-for-shiva-lingam,html,,FOUND,
BHU3062D,1,1,"Brass Abhishek Patra Somasutra Plate Snana Jal Patra Abhishekam Kalash Pital Peetal Pittal Pooja Vessel for Shiva Lingam Temple Puja,Gold, 4.5 Inch, 1 Piece",,,false,,,https://bhunes.com/products/bhunes-brass-abhishek-patra-plate-sacred-somasutra-peetam-for-puja-ritual-offeringsgold-5-inch-1-piece,html,YES,FOUND,
BHU3107A,0,,,,,,,,https://bhunes.com/search?options%5Bprefix%5D=last&q=BHU3107A,html,,NOT FOUND,
BHU3108A,1,1,"Brass Chowki with Prabhavali, Temple Singhasan Peetha for Idols, Pooja Bajot Deity Stand with Arch, Gold, 10 Inch, 1 Piece",3529,4199,true,,,https://bhunes.com/products/brass-chowki-with-prabhavali-temple-singhasan-peetha-for-idols,html,,FOUND,
BHU3111A,1,1,"Bhunes Brass Small Prabhavali for Home Temple, Wall Hanging Arch Frame, Traditional Round Tiruvasi Makara Torana Pooja Backdrop for Idols & Decor, Gold, 8 Inch, 1 Piece",1009,1199,true,,,https://bhunes.com/products/brass-small-prabhavali-for-home-temple-wall-hanging-arch-frame,html,,FOUND,
BHU3151A,1,1,"Brass Fruit Bowl Peetal Phal Dani Pital Phal Thali Pittal Decorative Velli Pittalam Bowl Traditional Indian Pooja Decor,Gold, 2 Inch, 1 Piece",1179,1399,true,3,YES,https://bhunes.com/products/brass-fruit-bowl-peetal-phal-dani-pital-phal-thali-pittal-decorative-velli-pittalam-bowl-traditional-indian-pooja-decor,html,YES,FOUND,
BHU3179AB,1,1,"Bhunes Brass Prabhavali Arch Frame With Kirthimukha Thiruvachi, Wall Hanging Prabhawali For Deity, Temple Backdrop | Prabhaval For Home Mandir Decor, Gold, 10 Inch, 1 Piece",2179,2599,true,,,https://bhunes.com/products/brass-prabhavali-arch-frame-with-kirthimukha-thiruvachi,html,,FOUND,
BHU3183A,1,1,"Brass Deity Stand With Prabhavali and Chowki, Temple Singhasan Peetha Bajot For Idols, Handmade Brass God Throne, Gold, 19 Inch, 1 Piece",14109,16799,true,,,https://bhunes.com/products/brass-deity-stand-with-prabhavali-and-chowki-temple-singhasan-peetha-bajot-for-idols,html,,FOUND,
BHU3302A,1,1,"Bhunes Brass Prabhavali for Idols Handcrafted – Traditional Temple Arch Backdrop Frame for Murti, Pooja Room, Mandir Decor, Wall Hanging – Kirtimukha Aura Backplate, Gold, 11 Inch, 1 Piece",2349,2799,true,,,https://bhunes.com/products/brass-prabhavali-for-idols-handcrafted-traditional-temple-arch,html,,FOUND,
BHU3309A,1,1,"Brass Prabhavali for Idols Handcrafted – Traditional Temple Arch Frame | Prabhamandala Tiruvasi Aura Backplate for God Statue | Decorative Pooja Mandapam Wall Hanging, Gold, 11 Inch, 1 Piece",2769,3299,true,,,https://bhunes.com/products/brass-prabhavali-for-idols-handcrafted,html,,FOUND,
BHU5095A,1,1,"Brass Handcrafted Buddha Idol, Gautama Buddha Shakyamuni Siddhartha Gautama Dhyana Meditating Buddha Murti Statue for Home Decor, Pooja, Meditation, Vastu & Spiritual Gift, Gold, 10.5 Inch, 1 Piece",6719,7999,true,4,YES,https://bhunes.com/products/brass-handcrafted-buddha-idol-gautama-buddha-shakyamuni-siddhartha-gautama-dhyana-meditating-buddha-murti-statue-for-home-decor-pooja-meditation-vastu-spiritual-gift-gold-10-5-inch-1-piece,html,YES,FOUND,
BHU5107A,1,1,"Brass Garud Dev Idol Garuda Bhagwan Vishnu Vahana Murti for Pooja Home Decor Traditional Chola Gift, Gold, 4.5 Inch, 1 Piece",2939,3499,true,3,YES,https://bhunes.com/products/brass-garud-dev-idol-garuda-bhagwan-vishnu-vahana-murti-for-pooja-home-decor-traditional-chola-gift-gold-4-5-inch-1-piece,html,,FOUND,
BHU5108A,1,1,"Brass Padmanabhaswamy Idol Anantha Shayana Vishnu Murti Traditional Handcrafted Pooja Decor Gift, Gold, 1.5 Inch, 1 Piece",1929,2299,true,,,https://bhunes.com/products/brass-padmanabhaswamy-idol-anantha-shayana-vishnu-murti-traditional-handcrafted-pooja-decor-gift-gold-1-5-inch-1-piece,html,,FOUND,
BHU3401A,2,1,"Bhunes Brass Chowki with Prabhavali, Handmade Deity Stand, Temple Singhasan, Peetha Bajot for Idols, Pooja Mandir Platform, Shinghashan with Arch, Gold, 10.5 Inch, 1 Piece",4869,5799,true,,,https://bhunes.com/products/brass-chowki-with-prabhavali-handmade-deity-stand,html,,FOUND,
BHU3401A,2,2,"Bhunes Brass Round Prabhavali Arch Frame – Kirtimukha Tiruvachi Wall Hanging for Deity | Prabhawali Prabhaval for Temple & Home Decor, Gold, 8 Inch, 1 Piece",1179,1399,true,2,YES,https://bhunes.com/products/brass-round-prabhavali-arch-frame-kirtimukha-tiruvachi-wall-hanging-for-deity,html,,FOUND,
BHU3419A,0,,,,,,,,https://bhunes.com/search?options%5Bprefix%5D=last&q=BHU3419A,html,,NOT FOUND,
BHU3429A,1,1,"Brass Tortoise Idol, Kurma Avatar Figurine, Kachhua Statue for Vastu & Feng Shui, Long Life, Wealth, Harmony Decor,Gold, 2.5 Inch, 1 Piece",2599,3099,true,3,YES,https://bhunes.com/products/brass-tortoise-idol-kurma-avatar-figurine-kachhua-statue,html,,FOUND,
BHU342A,1,1,"Bhunes Brass Peacock Prabhavali Frame Arch Wall Hanging for Temple & Home Decor, Traditional Prabhawali for Deity, Brass God Idol Halo, Gold Finish, Gold, 7.5 Inch, 1 Piece",1089,1299,true,,,https://bhunes.com/products/brass-peacock-prabhavali-frame-arch-wall-hanging-for-temple-home-decor,html,,FOUND,
BHU3433A,0,,,,,,,,https://bhunes.com/search?options%5Bprefix%5D=last&q=BHU3433A,html,,NOT FOUND,
BHU343A,1,1,"Brass Prabhavali Idol | Prabhavalli Temple Arch Frame | Mandala & Kirtimukha Halo for Murti | Decorative Brass Aura / Idol Backplate | Pooja Room & Home Temple Decor,Gold, 8 Inch, 1 Piece",3189,3799,true,,,https://bhunes.com/products/bhunes-brass-beautiful-prabhavali-with-shashnag-frame-arch-wall-hanging-prabhawal-for-temple-home-decor-prabhawali-for-diety-prabhavalgold-8-inch-1-piece,html,,FOUND,
BHU345A,1,1,"Bhunes Brass Traditional Prabhavali Arch Frame – Wall Hanging Prabhawali for Home Temple Decor | Prabhaval for Deity Idol | Kirtimukha Brass Backdrop, Gold, 11 Inch, 1 Piece",2349,2799,true,2,YES,https://bhunes.com/products/brass-traditional-prabhavali-arch-frame-wall-hanging-prabhawali,html,,FOUND,
BHU3502A,1,1,"Brass Tortoise Idol | Vastu Kurma Avatar Kachhua Figurine for Home, Feng Shui, Wealth & Long Life Decor,Gold, 2 Inch, 1 Piece",3699,4399,true,3,YES,https://bhunes.com/products/brass-tortoise-idol-vastu-kurma-avatar-kachhua-figurine,html,,FOUND,
BHU352A,0,,,,,,,,https://bhunes.com/search?options%5Bprefix%5D=last&q=BHU352A,html,,NOT FOUND,
BHU3532A,1,1,"Brass Deer Idol | Mriga Harin Jinka Chital Cheetal Barasingha Blackbuck Showpiece | Handcrafted Peetal Pital Pittal Sculpture for Home Decor & Gifts,Brown, 4.5 Inch, 1 Piece",3609,4299,true,1,YES,https://bhunes.com/products/brass-deer-idol-mriga-harin-jinka-chital-cheetal,html,,FOUND,
BHU3534A,0,,,,,,,,https://bhunes.com/search?options%5Bprefix%5D=last&q=BHU3534A,html,,NOT FOUND,
BHU3547A,1,1,"Bhunes Brass Temple Mandir, Handmade Pooja Mandap for Home, Religious Decor, Puja Room, Brass Mandir for Pooja Decoration & Gifts, Gold, 21 Inch, 1 Piece",39559,47099,true,1,YES,https://bhunes.com/products/brass-temple-mandir-handmade-pooja-mandap-for-home,html,,FOUND,
BHU3649AE,1,1,"Brass Handcrafted Homa Sruk Yajna Spoon with Lion Face, Traditional Achamani Ladle for Havan, Agnihotra, and Vedic Pooja Rituals, Gold, 3 Inch, 1 Piece",4449,5299,true,,,https://bhunes.com/products/brass-handcrafted-homa-yajna-spoon-with-lion-face-traditional-achamani-ladle-for-havan-agnihotra,html,YES,FOUND,
BHU3702A,0,,,,,,,,https://bhunes.com/search?options%5Bprefix%5D=last&q=BHU3702A,html,,NOT FOUND,
BHU3739A,1,1,"Brass Three Wise Monkeys Idol – Gandhiji Ke Teen Bandar | See No Evil, Hear No Evil, Speak No Evil Statue for Home Decor, Office, Gifts,Gold, 2 Inch, 1 Piece",1179,1399,true,4,YES,https://bhunes.com/products/three-wise-monkeys-idol,html,,FOUND,
BHU3780A,1,1,"Handmade Brass Peetal Kettle Idol | Traditional Pittal Tea Pot Surahi for , Decor & Gift | Vintage Indian Hitale Tambra Pittal Water Pot Murti,Brown, 9 Inch, 1 Piece",2769,3299,true,1,YES,https://bhunes.com/products/handmade-brass-peetal-kettle-idol,html,,FOUND,
BHU3789A,1,1,"Handcrafted Brass Horse Idol – Marwari, Kathiawari, Ashwa, Ghoda Statue for Home, Office, Temple Decor, Vastu & Feng Shui Showpiece,Brown, 3.5 Inch, 1 Piece",1259,1499,true,3,YES,https://bhunes.com/products/handcrafted-brass-horse-idol-marwari-kathiawari,html,,FOUND,
BHU3831A,1,1,"Brass Dog Idol Set of 3 – Handcrafted Sitting, Standing & Sleeping Desi Kutta Figurines, Peetal Dog Sculpture for Home Décor & Gift,Gold, 5.5 Inch, 1 Piece",6299,7499,true,4,YES,https://bhunes.com/products/brass-dog-idol-set-of-3-handcrafted-sitting-standing-sleeping,html,,FOUND,
BHU3866A,1,1,"Brass Handcrafted Deer Idol – Mrig, Harin, Chital Murti, Pital / Pittal Sculpture for Home, Office & Mandir Decor,Brown, 5 Inch, 1 Piece",4699,5599,true,1,YES,https://bhunes.com/products/handcrafted-brass-deer-idol-mrig-harin-chital-murti-pital-pittal-sculpture,html,,FOUND,
BHU3867A,0,,,,,,,,https://bhunes.com/search?options%5Bprefix%5D=last&q=BHU3867A,html,,NOT FOUND,
BHU3870A,1,1,"Brass Kamandalu Kalash | Antique Peetal Kamandal Gangajali for Pooja, Rishi Muni Sadhu Rituals & Temple Decor,Gold, 10 Inch, 1 Piece",5209,6199,true,1,YES,https://bhunes.com/products/brass-kamandalu-kalash,html,,FOUND,
BHU4896A,1,1,"Brass Saligrama Stand Peetham for Shaligram Shila Vishnu Narayana, Traditional Shaligrama Peedam Asanam Pedestal for Pooja Mandir Vaishnava Worship, Gold, 2.5 Inch, 1 Piece",,,false,,,https://bhunes.com/products/brass-saligrama-stand-peetham-for-shaligram-shila-vishnu-narayana-traditional-shaligrama-peedam-asanam-pedestal-for-pooja-mandir-vaishnava-worship,html,YES,FOUND,
BHU3894A,1,1,"Handcrafted Brass Elephant,Traditional Hasti, Gajraj,Yanai Elephant for Vastu, Pooja & Home Decor,Gold, 12 Inch, 1 Piece",23269,27699,true,1,YES,https://bhunes.com/products/handcrafted-brass-elephanttraditional-hasti-gajrajyanai-elephant-for-vastu-pooja-home-decor,html,,FOUND,
BHU3895A,1,1,"Brass Handcrafted Piggy Bank Gullak | Traditional Peetal Pital Coin Bank Idol | Vintage Money Box Murti Showpiece for Home Decor & Gifts,Gold, 6.5 Inch, 1 Piece",,,false,,,https://bhunes.com/products/brass-handcrafted-piggy-bank-gullak-traditional-peetal-pital-coin-bank-idol,html,,FOUND,
BHU3899A,1,1,"Handcrafted Brass Nandi Bull Face Wall Hanging | Vrishabha Basava Nandikeshwara Sculpture for Temple, Pooja Room & Vastu Decor,Gold, 13 Inch, 1 Piece",7899,9399,true,1,YES,https://bhunes.com/products/handcrafted-brass-nandi-bull-face-wall-hanging,html,,FOUND,
BHU3902A,1,1,"Handcrafted Brass Camel Idol, Rajasthani Desert Camel Statue, Pushkar Camel Figurine, Antique Peetal Murti for Home Décor & Gifting,Gold, 5.5 Inch, 1 Piece",,,false,,,https://bhunes.com/products/handcrafted-brass-camel-idol-rajasthani-desert-camel-statue,html,,FOUND,
BHU3905A,1,1,"Brass Handcrafted Piggy Bank Idol – Antique Peetal Money Box, Kids Coin Collector, Decorative Murti for Home Decor & Prosperity Gift,Gold, 4.5 Inch, 1 Piece",,,false,,,https://bhunes.com/products/brass-handcrafted-piggy-bank-idol-antique-peetal-money-box-kids-coin-collector,html,,FOUND,
BHU3910A,0,,,,,,,,https://bhunes.com/search?options%5Bprefix%5D=last&q=BHU3910A,html,,NOT FOUND,
BHU3913A,0,,,,,,,,https://bhunes.com/search?options%5Bprefix%5D=last&q=BHU3913A,html,,NOT FOUND,
BHU3962A,1,1,"Brass Traditional Prabhavali Frame, Handcrafted Arch Wall Hanging For Home Temple & Decor, Gold, 6.5 Inch, 1 Piece",,,false,,,https://bhunes.com/products/brass-traditional-prabhavali-frame-handcrafted-arch,html,,FOUND,
BHU3963A,1,1,"Brass Pooja Chowki Peetha Singhasan Stand for Temple, Handmade Heavy Chowki for Kalash & Deity Idols, Gold, 2 Inch, 1 Piece",2349,2799,true,,,https://bhunes.com/products/brass-pooja-chowki-peetha-singhasan-stand-for-temple,html,,FOUND,
BHU3969A,1,1,"Bhunes Brass Kamakshi Idol – Handcrafted Kamakhya Devi, Tripura Sundari, Raja Rajeshwari & Meenakshi Murti For Home Temple & Pooja,Gold, 4 Inch, 1 Piece",1849,2199,true,2,YES,https://bhunes.com/products/bhunes-kamakshigold-4-inch-1-piece,html,,FOUND,
BHU3998A,1,1,"Vishnu Idol – Narayana Murti, Hari Vigraham, Madhava Pratima, Govinda Krishna Moorti, Achyuta Mukunda Statue for Home, Temple, Pooja Room, Meditation,Gold, 4 Inch, 1 Piece",1179,1399,true,4,YES,https://bhunes.com/products/bhunes-brass-small-vishnu-idol-handcrafted-lord-vishnu-murti-for-home-temple-spiritual-worship-light-weightedgold-4-inch-1-piece,html,,FOUND,
BHU3999A,1,1,"Brass Handcrafted Vishnu Idol, Narayana Murti, Govinda Statue, Krishna Vigraha, Achyuta Moorti, Madhava Idol for Pooja, Home Temple, Spiritual Deco,Gold, 5 Inch, 1 Piece",,,false,,,https://bhunes.com/products/bhunes-brass-small-vishnu-idol-handcrafted-lord-vishnu-murti-for-home-temple-spiritual-worship-light-weightedgold-5-inch-1-piece,html,,FOUND,
BHU4000A,1,1,"Brass Vishnu Idol – Narayana, Balaji, Venkateswara, Srinivasa, Govinda Murti for Home Temple, Pooja Room & Spiritual Decor,Gold, 6.5 Inch, 1 Piece",3949,4699,true,1,YES,https://bhunes.com/products/brass-vishnu-idol-narayana-balaji,html,,FOUND,
BHU4001A,1,1,"Brass Mahishasura Mardini Idol, Durga Murti, Chamundi Statue, Shakti Vigraham, Jagadamba Sculpture for Home Temple, Pooja Room, Navratri & Durga Puja Decor,Gold, 5.5 Inch, 1 Piece",6799,8099,true,3,YES,https://bhunes.com/products/bhunes-brass-durga-idol-handcrafted-goddess-durga-murti-for-home-temple-spiritual-decor-light-weightedgold-5-5-inch-1-piece,html,,FOUND,
BHU4003A,1,1,"Handcrafted Brass Elephant, Gaja, Hathi, Gajraj, Aana, Yanai, Gajendra, Peetal Gajavahan for Home, Temple, Vastu, Gift Decor,Gold, 3 Inch, 1 Piece",,,false,,,https://bhunes.com/products/handcrafted-brass-elephant-gaja-hathi-gajraj-aana-yanai-gajendra-peetal-gajavahan-for-home-temple-vastu-gift-decor,html,,FOUND,
BHU4004A,1,1,"Handcrafted Brass Nandi, Nandikeshwara Basava, Shiva Vahana Vrishabha for Puja, Vastu & Home Decor,Gold, 2 Inch, 1 Piece",,,false,,,https://bhunes.com/products/handcrafted-brass-nandi-nandikeshwara-basava-shiva-vahana-vrishabha-for-puja-vastu-home-decor,html,,FOUND,
BHU4006A,1,1,"Handcrafted Brass Lakshmi Idol – Mahalakshmi, Gaja Lakshmi, Shri Devi, Kamala, Padma – Pital Murti for Pooja, Mandir, Diwali, Vastu, and Gifts,Gold, 4.5 Inch, 1 Piece",2769,3299,true,1,YES,https://bhunes.com/products/handcrafted-brass-lakshmi-idol-2,html,,FOUND,
BHU4008A,1,1,"Brass Hanuman Idol – Anjaneya, Bajrangbali, Pavanputra, Sankat Mochan, Veer Hanuman Murti for Puja, Home Temple & Gifts,Gold, 4.5 Inch, 1 Piece",4789,5699,true,2,YES,https://bhunes.com/products/brass-hanuman-idol,html,,FOUND,
BHU4009A,1,1,"Brass Ganesh Idol – Vinayaka, Ganapati, Vighnaharta, Pillaiyar, Siddhivinayak Murti for Home, Mandir, Pooja & Gifts – Handcrafted Peetal Ganpati Statue,Gold, 4.5 Inch, 1 Piece",2519,2999,true,2,YES,https://bhunes.com/products/brass-ganesh-idol,html,,FOUND,
BHU4010A,1,1,"Brass Krishna Idol | Murlidhar Kanha Gopal Govinda Murti | Handmade Shree Krishna Statue for Home Temple, Janmashtami & Gift,Gold, 6.5 Inch, 1 Piece",,,false,,,https://bhunes.com/products/brass-krishna-idol,html,,FOUND,
BHU4011A,1,1,"Brass Hanuman Ghanti, Bajrangbali Temple Bell, Peetal Hanuman Ghante for Pooja, Mandir & Home Decor, Gold, 5.5 Inch, 1 Piece",1429,1699,true,2,YES,https://bhunes.com/products/brass-hanuman-ghanti-bajrangbali-temple-bell-peetal-hanuman-ghante-for-pooja-mandir-home-decor,html,,FOUND,
BHU4012A,1,1,"Brass Trishul with Damru Idol, Lord Shiva Trident Statue, Mahadev Trishul for Puja, Home Temple & Spiritual Decor,Gold, 4 Inch, 1 Piece",1429,1699,true,2,YES,https://bhunes.com/products/bhunes-brass-trishul-with-damru-handcrafted-lord-shiva-trident-drum-for-pooja-home-decor-light-weightedgold-4-inch-1-piece,html,,FOUND,
BHU4013A,1,1,"Brass Saraswati Idol, Veena Vadini, Sharada, Vagdevi, Maa Saraswati Murti for Pooja, Study Room, Vasant Panchami & Home Decor,Gold, 4.5 Inch, 1 Piece",3949,4699,true,3,YES,https://bhunes.com/products/brass-saraswati-idol-veena-vadini,html,,FOUND,
BHU4015A,1,1,"Brass Tirupati Balaji Idol | Venkateswara Govinda Srinivasa Statue | Handcrafted Pital Murti for Home Temple & Puja Decor,Gold, 6 Inch, 1 Piece",3439,4099,true,1,YES,https://bhunes.com/products/brass-tirupati-balaji-idol,html,,FOUND,
BHU4016A,1,1,"Brass Shiva Idol for Puja – Handcrafted Mahadev Murti | Bholenath, Shankar, Nataraja, Adiyogi, Rudra Statue for Home Decor, Temple & Gift,Gold, 4.5 Inch, 1 Piece",2099,2499,true,3,YES,https://bhunes.com/products/brass-shiva-idol-for-puja-handcrafted-mahadev-murti,html,,FOUND,
BHU4017A,1,1,"Brass Murugan Idol – Kartikeya | Subramanya | Skanda | Vel Murugan | Shanmukha | Palani Andavar Statue for Puja, Home Temple & Gifting,Gold, 4 Inch, 1 Piece",,,false,,,https://bhunes.com/products/brass-murugan-idol,html,,FOUND,
BHU4018A,2,1,"Handcrafted Brass Lakshmi Idol – Mahalakshmi, Gaja Lakshmi, Ashta Lakshmi, Varalakshmi, Kamala Devi Murti for Pooja, Temple & Home Decor,Gold, 4 Inch, 1 Piece",1179,1399,true,5,YES,https://bhunes.com/products/handcrafted-brass-lakshmi-idol,html,,FOUND,
BHU4018A,2,2,"Brass Vishnu Lakshmi Idol | Lakshmi Narayan Murti | Lakshmi Narayan Murti | Pital Vigraham for Home Temple Pooja Decor & Gifts – Bhunes,Gold, 4 Inch, 1 Piece",2269,2699,true,4,YES,https://bhunes.com/products/brass-vishnu-lakshmi-idol,html,,FOUND,
BHU4018A_BHU3998A,1,1,"Brass Vishnu Lakshmi Idol | Lakshmi Narayan Murti | Lakshmi Narayan Murti | Pital Vigraham for Home Temple Pooja Decor & Gifts – Bhunes,Gold, 4 Inch, 1 Piece",2269,2699,true,4,YES,https://bhunes.com/products/brass-vishnu-lakshmi-idol,html,,FOUND,
BHU4036A,1,1,"Bronze Sheshnag Chowki, Traditional Snake Design Peeta for Pooja, Handcrafted Panchaloha Idol Bas, Brown, 13 Inch, 1 Piece",,,false,,,https://bhunes.com/products/bronze-sheshnag-chowki-traditional-snake-design-peeta-for-pooja-handcrafted-panchaloha-idol-bas-brown-13-inch-1-piece,html,,FOUND,
BHU4062B,1,1,"Brass Abhishek Patra, Abhishekam Plate, Somasutra Tray, Abhisheka Peeta, Tirumanjanam Stand, Temple Pooja Abhishek Vessel, Gold, 8 Inch, 1 Piece",,,false,,,https://bhunes.com/products/brass-abhishek-patra-abhishekam-plate-somasutra-tray-abhisheka-peeta,html,YES,FOUND,
BHU4067A,0,,,,,,,,https://bhunes.com/search?options%5Bprefix%5D=last&q=BHU4067A,html,,NOT FOUND,
BHU4068A,1,1,"Bhunes Handmade Brass Kamandal, Traditional Ascetic Water Pot, Brass Kamandalu, Pooja Kalash, Ritual Vessel, 1 Litre,Gold, 6.5 Inch, 1 Piece",3109,3699,true,,,https://bhunes.com/products/handmade-brass-kamandal-traditional-ascetic-water-pot,html,YES,FOUND,
BHU4070B,1,1,"Bhunes Handcrafted Brass Multi-Use Storage Box, Traditional Peetal Ghee Container, Vintage Ghee Pot, and Multi-Purpose Brass Jar, 1Litre, Gold, 5.5 Inch, 1 Piece",2859,3399,true,,,https://bhunes.com/products/handcrafted-brass-multi-use-storage-box-traditional-peetal-ghee-container,html,YES,FOUND,
BHU4188A,1,1,"Brass Handcrafted Deer – Chital, Barasingha, Mriga, Hiran, Krishnamriga Sculpture for Home Temple, Pooja, Vastu Decor & Gifts, Gold, 10 Inch",,,false,,,https://bhunes.com/products/brass-handcrafted-deer-chital-barasingha-mriga-hiran-krishnamriga-sculpture-for-home-temple-pooja-vastu-decor-gifts,html,,FOUND,
BHU4189A,1,1,"Brass Owl Idol Ullu Murti for Home Decor, Vastu, Pooja | Handcrafted Peetal Uluka Sculpture by Bhunes, Gold, 10 Inch",2769,3299,true,1,YES,https://bhunes.com/products/brass-owl-idol-ullu-murti-for-home-decor-vastu-pooja,html,,FOUND,
BHU4193A,1,1,"Brass Handcrafted Ullu Pen Holder – Uluka Moorthi Owl Idol for Vastu, Office Decor & Gift – Peetal Ulooka Sculpture by Bhunes, Gold, 7 Inch",2859,3399,true,5,YES,https://bhunes.com/products/handcrafted-brass-ullu-pen-holder,html,,FOUND,
BHU4194A,1,1,"Brass Owl Set of 2,Supta Ullu, Vastu Peetal Ullu Sculpture for Home Decor & Gifts, Gold, 3 Inch",2519,2999,true,,,https://bhunes.com/products/brass-owl-set-of-2supta-ullu-vastu-peetal-ullu-sculpture-for-home-decor-gifts,html,,FOUND,
BHU4195A,1,1,"Handcrafted Brass Pital Billi, Marjara, Poonai Showpiece for Home Decor, Gold, 8 Inch",3609,4299,true,2,YES,https://bhunes.com/products/handcrafted-brass-pital-billi-marjara-poonai-showpiece-for-home-decor,html,,FOUND,
BHU4196A,1,1,"Handcrafted Brass Ghoda | Ashwa | Vastu Horse Showpiece for Home Decor, Pooja & Gifting – Peetal Gurram Kudirai Sculpture, Gold, 6 Inch",3779,4499,true,2,YES,https://bhunes.com/products/handcrafted-brass-ghoda-ashwa-vastu-horse-showpiece-for-home-decor-pooja-gifting-peetal-gurram-kudirai-sculpture,html,,FOUND,
